Classifier,Field1,Field2,Field3,,accuracy, precision, recall, f1, f2
Naive Bayes, bonus, to_messages, bonus_total_ratio, , 0.81909, 0.50850, 0.14950, 0.23107, 0.17408
Naive Bayes, bonus, from_messages, from_poi_ratio, , 0.78809, 0.36243, 0.21800, 0.27224, 0.23688
Naive Bayes, bonus, from_messages, shared_receipt_poi_ratio, , 0.78809, 0.36243, 0.21800, 0.27224, 0.23688
Naive Bayes, bonus, from_messages, to_poi_ratio, , 0.78809, 0.36243, 0.21800, 0.27224, 0.23688
Naive Bayes, bonus, from_messages, bonus_salary_ratio, , 0.78945, 0.36678, 0.21750, 0.27307, 0.23677
Naive Bayes, bonus, from_messages, exercised_stock_percent, , 0.81615, 0.32305, 0.17800, 0.22953, 0.19556
Naive Bayes, bonus, from_messages, bonus_total_ratio, , 0.78809, 0.36243, 0.21800, 0.27224, 0.23688
Naive Bayes, bonus, from_poi_ratio, shared_receipt_poi_ratio, , 0.82873, 0.58657, 0.19650, 0.29438, 0.22664
Naive Bayes, bonus, from_poi_ratio, to_poi_ratio, , 0.80840, 0.56863, 0.17400, 0.26646, 0.20204
Naive Bayes, bonus, from_poi_ratio, bonus_salary_ratio, , 0.81280, 0.60738, 0.18100, 0.27889, 0.21056
Naive Bayes, bonus, from_poi_ratio, exercised_stock_percent, , 0.84354, 0.47971, 0.20100, 0.28330, 0.22743
Naive Bayes, bonus, from_poi_ratio, bonus_total_ratio, , 0.81280, 0.60738, 0.18100, 0.27889, 0.21056
Naive Bayes, bonus, shared_receipt_poi_ratio, to_poi_ratio, , 0.82873, 0.58657, 0.19650, 0.29438, 0.22664
Naive Bayes, bonus, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.82855, 0.58482, 0.19650, 0.29416, 0.22659
Naive Bayes, bonus, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84169, 0.46263, 0.17950, 0.25865, 0.20454
Naive Bayes, bonus, shared_receipt_poi_ratio, bonus_total_ratio, , 0.82873, 0.58657, 0.19650, 0.29438, 0.22664
Naive Bayes, bonus, to_poi_ratio, bonus_salary_ratio, , 0.81460, 0.61162, 0.20000, 0.30143, 0.23111
Naive Bayes, bonus, to_poi_ratio, exercised_stock_percent, , 0.84277, 0.47229, 0.18750, 0.26843, 0.21321
Naive Bayes, bonus, to_poi_ratio, bonus_total_ratio, , 0.81460, 0.61162, 0.20000, 0.30143, 0.23111
Naive Bayes, bonus, bonus_salary_ratio, exercised_stock_percent, , 0.83233, 0.49189, 0.18200, 0.26569, 0.20824
Naive Bayes, bonus, bonus_salary_ratio, bonus_total_ratio, , 0.78867, 0.57980, 0.17800, 0.27238, 0.20664
Naive Bayes, bonus, exercised_stock_percent, bonus_total_ratio, , 0.83242, 0.49256, 0.18200, 0.26579, 0.20826
Naive Bayes, restricted_stock, shared_receipt_with_poi, to_messages, , 0.79208, 0.17647, 0.06750, 0.09765, 0.07701
Naive Bayes, restricted_stock, shared_receipt_with_poi, from_messages, , 0.79300, 0.21596, 0.09200, 0.12903, 0.10393
Naive Bayes, restricted_stock, shared_receipt_with_poi, from_poi_ratio, , 0.78858, 0.16479, 0.06600, 0.09425, 0.07499
Naive Bayes, restricted_stock, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.78858, 0.16479, 0.06600, 0.09425, 0.07499
Naive Bayes, restricted_stock, shared_receipt_with_poi, to_poi_ratio, , 0.78858, 0.16479, 0.06600, 0.09425, 0.07499
Naive Bayes, restricted_stock, shared_receipt_with_poi, bonus_salary_ratio, , 0.78733, 0.15842, 0.06400, 0.09117, 0.07266
Naive Bayes, restricted_stock, shared_receipt_with_poi, exercised_stock_percent, , 0.81093, 0.15983, 0.07600, 0.10302, 0.08491
Naive Bayes, restricted_stock, shared_receipt_with_poi, bonus_total_ratio, , 0.78733, 0.15842, 0.06400, 0.09117, 0.07266
Naive Bayes, restricted_stock, to_messages, from_messages, , 0.79575, 0.23439, 0.09950, 0.13970, 0.11244
Naive Bayes, restricted_stock, to_messages, from_poi_ratio, , 0.82250, 0.33418, 0.06550, 0.10953, 0.07805
Naive Bayes, restricted_stock, to_messages, shared_receipt_poi_ratio, , 0.82250, 0.33418, 0.06550, 0.10953, 0.07805
Naive Bayes, restricted_stock, to_messages, to_poi_ratio, , 0.82250, 0.33418, 0.06550, 0.10953, 0.07805
Naive Bayes, restricted_stock, to_messages, bonus_salary_ratio, , 0.81900, 0.29621, 0.06250, 0.10322, 0.07421
Naive Bayes, restricted_stock, to_messages, exercised_stock_percent, , 0.84014, 0.26758, 0.06850, 0.10908, 0.08047
Naive Bayes, restricted_stock, to_messages, bonus_total_ratio, , 0.81892, 0.29551, 0.06250, 0.10318, 0.07420
Naive Bayes, restricted_stock, from_messages, from_poi_ratio, , 0.80742, 0.26546, 0.08800, 0.13218, 0.10158
Naive Bayes, restricted_stock, from_messages, shared_receipt_poi_ratio, , 0.80742, 0.26546, 0.08800, 0.13218, 0.10158
Naive Bayes, restricted_stock, from_messages, to_poi_ratio, , 0.80742, 0.26546, 0.08800, 0.13218, 0.10158
Naive Bayes, restricted_stock, from_messages, bonus_salary_ratio, , 0.80700, 0.26347, 0.08800, 0.13193, 0.10152
Naive Bayes, restricted_stock, from_messages, exercised_stock_percent, , 0.83307, 0.25473, 0.08750, 0.13026, 0.10073
Naive Bayes, restricted_stock, from_messages, bonus_total_ratio, , 0.80700, 0.26347, 0.08800, 0.13193, 0.10152
Naive Bayes, restricted_stock, from_poi_ratio, shared_receipt_poi_ratio, , 0.82525, 0.36490, 0.06550, 0.11106, 0.07836
Naive Bayes, restricted_stock, from_poi_ratio, to_poi_ratio, , 0.82350, 0.34949, 0.06850, 0.11455, 0.08163
Naive Bayes, restricted_stock, from_poi_ratio, bonus_salary_ratio, , 0.82233, 0.33582, 0.06750, 0.11241, 0.08034
Naive Bayes, restricted_stock, from_poi_ratio, exercised_stock_percent, , 0.85079, 0.37875, 0.06950, 0.11745, 0.08306
Naive Bayes, restricted_stock, from_poi_ratio, bonus_total_ratio, , 0.82233, 0.33582, 0.06750, 0.11241, 0.08034
Naive Bayes, restricted_stock, shared_receipt_poi_ratio, to_poi_ratio, , 0.82525, 0.36490, 0.06550, 0.11106, 0.07836
Naive Bayes, restricted_stock, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.82200, 0.32292, 0.06200, 0.10403, 0.07395
Naive Bayes, restricted_stock, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84893, 0.35219, 0.06850, 0.11469, 0.08165
Naive Bayes, restricted_stock, shared_receipt_poi_ratio, bonus_total_ratio, , 0.82192, 0.32208, 0.06200, 0.10398, 0.07394
Naive Bayes, restricted_stock, to_poi_ratio, bonus_salary_ratio, , 0.82342, 0.33609, 0.06100, 0.10326, 0.07294
Naive Bayes, restricted_stock, to_poi_ratio, exercised_stock_percent, , 0.83715, 0.35484, 0.07150, 0.11902, 0.08509
Naive Bayes, restricted_stock, to_poi_ratio, bonus_total_ratio, , 0.82342, 0.33609, 0.06100, 0.10326, 0.07294
Naive Bayes, restricted_stock, bonus_salary_ratio, exercised_stock_percent, , 0.83762, 0.35509, 0.06800, 0.11414, 0.08112
Naive Bayes, restricted_stock, bonus_salary_ratio, bonus_total_ratio, , 0.82308, 0.33858, 0.06450, 0.10836, 0.07696
Naive Bayes, restricted_stock, exercised_stock_percent, bonus_total_ratio, , 0.83754, 0.35417, 0.06800, 0.11409, 0.08111
Naive Bayes, shared_receipt_with_poi, to_messages, from_messages, , 0.76711, 0.08295, 0.10900, 0.09421, 0.10256
Naive Bayes, shared_receipt_with_poi, to_messages, shared_receipt_poi_ratio, , 0.81389, 0.00586, 0.00400, 0.00475, 0.00427
Naive Bayes, shared_receipt_with_poi, to_messages, to_poi_ratio, , 0.84578, 0.07080, 0.03200, 0.04408, 0.03594
Naive Bayes, shared_receipt_with_poi, to_messages, bonus_salary_ratio, , 0.77945, 0.04873, 0.01150, 0.01861, 0.01357
Naive Bayes, shared_receipt_with_poi, to_messages, exercised_stock_percent, , 0.79175, 0.00200, 0.00050, 0.00080, 0.00059
Naive Bayes, shared_receipt_with_poi, to_messages, bonus_total_ratio, , 0.80636, 0.39130, 0.11700, 0.18014, 0.13608
Naive Bayes, shared_receipt_with_poi, from_messages, from_poi_ratio, , 0.79833, 0.00122, 0.00100, 0.00110, 0.00104
Naive Bayes, shared_receipt_with_poi, from_messages, shared_receipt_poi_ratio, , 0.76789, 0.15074, 0.23500, 0.18367, 0.21137
Naive Bayes, shared_receipt_with_poi, from_messages, to_poi_ratio, , 0.77456, 0.13224, 0.18500, 0.15423, 0.17133
Naive Bayes, shared_receipt_with_poi, from_messages, bonus_salary_ratio, , 0.76118, 0.14253, 0.06250, 0.08690, 0.07041
Naive Bayes, shared_receipt_with_poi, from_messages, exercised_stock_percent, , 0.75408, 0.07733, 0.04350, 0.05568, 0.04767
Naive Bayes, shared_receipt_with_poi, from_messages, bonus_total_ratio, , 0.79809, 0.35742, 0.13850, 0.19964, 0.15783
Naive Bayes, shared_receipt_with_poi, from_poi_ratio, to_poi_ratio, , 0.83933, 0.07115, 0.03700, 0.04868, 0.04093
Naive Bayes, shared_receipt_with_poi, from_poi_ratio, bonus_salary_ratio, , 0.77791, 0.01104, 0.00250, 0.00408, 0.00296
Naive Bayes, shared_receipt_with_poi, from_poi_ratio, bonus_total_ratio, , 0.79436, 0.32055, 0.11700, 0.17143, 0.13402
Naive Bayes, shared_receipt_with_poi, shared_receipt_poi_ratio, to_poi_ratio, , 0.79822, 0.09843, 0.10000, 0.09921, 0.09968
Naive Bayes, shared_receipt_with_poi, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.77418, 0.03640, 0.00950, 0.01507, 0.01115
Naive Bayes, shared_receipt_with_poi, shared_receipt_poi_ratio, exercised_stock_percent, , 0.77650, 0.02770, 0.01000, 0.01470, 0.01147
Naive Bayes, shared_receipt_with_poi, shared_receipt_poi_ratio, bonus_total_ratio, , 0.79855, 0.34211, 0.11700, 0.17437, 0.13473
Naive Bayes, shared_receipt_with_poi, to_poi_ratio, bonus_salary_ratio, , 0.76336, 0.14150, 0.05950, 0.08377, 0.06730
Naive Bayes, shared_receipt_with_poi, to_poi_ratio, exercised_stock_percent, , 0.77008, 0.15594, 0.08600, 0.11086, 0.09447
Naive Bayes, shared_receipt_with_poi, to_poi_ratio, bonus_total_ratio, , 0.79618, 0.32958, 0.11700, 0.17269, 0.13433
Naive Bayes, shared_receipt_with_poi, bonus_salary_ratio, exercised_stock_percent, , 0.80385, 0.02257, 0.00650, 0.01009, 0.00758
Naive Bayes, shared_receipt_with_poi, bonus_salary_ratio, bonus_total_ratio, , 0.78709, 0.28941, 0.11750, 0.16714, 0.13334
Naive Bayes, shared_receipt_with_poi, exercised_stock_percent, bonus_total_ratio, , 0.81523, 0.26353, 0.11200, 0.15719, 0.12655
Naive Bayes, to_messages, from_messages, shared_receipt_poi_ratio, , 0.64433, 0.14534, 0.45100, 0.21984, 0.31747
Naive Bayes, to_messages, from_messages, to_poi_ratio, , 0.76111, 0.16531, 0.28400, 0.20898, 0.24834
Naive Bayes, to_messages, from_messages, bonus_salary_ratio, , 0.72664, 0.11358, 0.07400, 0.08962, 0.07954
Naive Bayes, to_messages, from_messages, exercised_stock_percent, , 0.75233, 0.09228, 0.05500, 0.06892, 0.05983
Naive Bayes, to_messages, from_messages, bonus_total_ratio, , 0.80700, 0.40752, 0.13550, 0.20338, 0.15638
Naive Bayes, to_messages, from_poi_ratio, to_poi_ratio, , 0.85367, 0.05850, 0.02100, 0.03091, 0.02409
Naive Bayes, to_messages, from_poi_ratio, bonus_salary_ratio, , 0.79673, 0.00833, 0.00100, 0.00179, 0.00121
Naive Bayes, to_messages, from_poi_ratio, bonus_total_ratio, , 0.81864, 0.50540, 0.11700, 0.19001, 0.13825
Naive Bayes, to_messages, shared_receipt_poi_ratio, to_poi_ratio, , 0.79500, 0.13920, 0.16300, 0.15016, 0.15761
Naive Bayes, to_messages, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.79136, 0.07736, 0.01350, 0.02299, 0.01617
Naive Bayes, to_messages, shared_receipt_poi_ratio, bonus_total_ratio, , 0.81891, 0.50870, 0.11700, 0.19024, 0.13830
Naive Bayes, to_messages, to_poi_ratio, bonus_salary_ratio, , 0.76882, 0.07378, 0.02350, 0.03565, 0.02721
Naive Bayes, to_messages, to_poi_ratio, exercised_stock_percent, , 0.80017, 0.15331, 0.04400, 0.06838, 0.05132
Naive Bayes, to_messages, to_poi_ratio, bonus_total_ratio, , 0.80718, 0.39728, 0.11700, 0.18076, 0.13622
Naive Bayes, to_messages, bonus_salary_ratio, exercised_stock_percent, , 0.82169, 0.02679, 0.00450, 0.00771, 0.00540
Naive Bayes, to_messages, bonus_salary_ratio, bonus_total_ratio, , 0.79891, 0.34457, 0.11750, 0.17524, 0.13534
Naive Bayes, to_messages, exercised_stock_percent, bonus_total_ratio, , 0.84146, 0.43936, 0.11050, 0.17659, 0.12995
Naive Bayes, from_messages, from_poi_ratio, shared_receipt_poi_ratio, , 0.64600, 0.15368, 0.48500, 0.23340, 0.33888
Naive Bayes, from_messages, from_poi_ratio, to_poi_ratio, , 0.77744, 0.20237, 0.34100, 0.25400, 0.29991
Naive Bayes, from_messages, from_poi_ratio, bonus_salary_ratio, , 0.73382, 0.10069, 0.05850, 0.07400, 0.06385
Naive Bayes, from_messages, from_poi_ratio, exercised_stock_percent, , 0.75558, 0.09540, 0.05500, 0.06977, 0.06009
Naive Bayes, from_messages, from_poi_ratio, bonus_total_ratio, , 0.80600, 0.39596, 0.12750, 0.19289, 0.14750
Naive Bayes, from_messages, shared_receipt_poi_ratio, to_poi_ratio, , 0.72822, 0.20345, 0.49600, 0.28854, 0.38521
Naive Bayes, from_messages, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.74073, 0.12957, 0.07450, 0.09460, 0.08142
Naive Bayes, from_messages, shared_receipt_poi_ratio, exercised_stock_percent, , 0.77183, 0.12802, 0.06350, 0.08489, 0.07062
Naive Bayes, from_messages, shared_receipt_poi_ratio, bonus_total_ratio, , 0.79327, 0.33806, 0.14300, 0.20098, 0.16165
Naive Bayes, from_messages, to_poi_ratio, bonus_salary_ratio, , 0.76064, 0.29164, 0.22150, 0.25178, 0.23269
Naive Bayes, from_messages, to_poi_ratio, exercised_stock_percent, , 0.77008, 0.28152, 0.24450, 0.26171, 0.25110
Naive Bayes, from_messages, to_poi_ratio, bonus_total_ratio, , 0.78000, 0.29572, 0.15200, 0.20079, 0.16837
Naive Bayes, from_messages, bonus_salary_ratio, exercised_stock_percent, , 0.77585, 0.08227, 0.04500, 0.05818, 0.04948
Naive Bayes, from_messages, bonus_salary_ratio, bonus_total_ratio, , 0.79836, 0.34605, 0.12250, 0.18095, 0.14068
Naive Bayes, from_messages, exercised_stock_percent, bonus_total_ratio, , 0.83262, 0.36626, 0.12050, 0.18134, 0.13918
Naive Bayes, from_poi_ratio, shared_receipt_poi_ratio, to_poi_ratio, , 0.81289, 0.18796, 0.20600, 0.19656, 0.20212
Naive Bayes, from_poi_ratio, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.78491, 0.00806, 0.00150, 0.00253, 0.00179
Naive Bayes, from_poi_ratio, shared_receipt_poi_ratio, bonus_total_ratio, , 0.81491, 0.46429, 0.11700, 0.18690, 0.13758
Naive Bayes, from_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.74270, 0.08418, 0.02900, 0.04314, 0.03338
Naive Bayes, from_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.79275, 0.20269, 0.08300, 0.11777, 0.09411
Naive Bayes, from_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.78330, 0.37054, 0.11950, 0.18072, 0.13823
Naive Bayes, from_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.81654, 0.01511, 0.00300, 0.00501, 0.00357
Naive Bayes, from_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.77860, 0.34626, 0.12050, 0.17878, 0.13857
Naive Bayes, from_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.83631, 0.37549, 0.09650, 0.15354, 0.11334
Naive Bayes, shared_receipt_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.76600, 0.21973, 0.11250, 0.14881, 0.12467
Naive Bayes, shared_receipt_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.78842, 0.31141, 0.22250, 0.25955, 0.23597
Naive Bayes, shared_receipt_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.78827, 0.29915, 0.12250, 0.17382, 0.13890
Naive Bayes, shared_receipt_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.82177, 0.02967, 0.00500, 0.00856, 0.00600
Naive Bayes, shared_receipt_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.79855, 0.34257, 0.11750, 0.17498, 0.13528
Naive Bayes, shared_receipt_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.84638, 0.50342, 0.11050, 0.18122, 0.13094
Naive Bayes, to_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.79331, 0.13183, 0.06150, 0.08387, 0.06885
Naive Bayes, to_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.77000, 0.30263, 0.11500, 0.16667, 0.13128
Naive Bayes, to_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.81746, 0.24417, 0.08900, 0.13045, 0.10196
Naive Bayes, bonus_salary_ratio, exercised_stock_percent, bonus_total_ratio, , 0.81058, 0.29412, 0.09750, 0.14645, 0.11255
Decision Tree, total_payments, total_stock_value, exercised_stock_options, , 0.82767, 0.35513, 0.35850, 0.35681, 0.35782
Decision Tree, total_payments, total_stock_value, bonus, , 0.81520, 0.30083, 0.29150, 0.29609, 0.29332
Decision Tree, total_payments, total_stock_value, restricted_stock, , 0.79300, 0.18943, 0.16850, 0.17835, 0.17231
Decision Tree, total_payments, total_stock_value, shared_receipt_with_poi, , 0.80613, 0.24889, 0.22500, 0.23634, 0.22940
Decision Tree, total_payments, total_stock_value, to_messages, , 0.79253, 0.22475, 0.22700, 0.22587, 0.22655
Decision Tree, total_payments, total_stock_value, from_messages, , 0.78840, 0.23245, 0.25500, 0.24320, 0.25015
Decision Tree, total_payments, total_stock_value, from_poi_ratio, , 0.80447, 0.25640, 0.24550, 0.25083, 0.24760
Decision Tree, total_payments, total_stock_value, shared_receipt_poi_ratio, , 0.83160, 0.35124, 0.31050, 0.32962, 0.31787
Decision Tree, total_payments, total_stock_value, to_poi_ratio, , 0.80280, 0.25130, 0.24200, 0.24656, 0.24380
Decision Tree, total_payments, total_stock_value, bonus_salary_ratio, , 0.82633, 0.33693, 0.31250, 0.32425, 0.31710
Decision Tree, total_payments, total_stock_value, exercised_stock_percent, , 0.81000, 0.30433, 0.33050, 0.31687, 0.32491
Decision Tree, total_payments, total_stock_value, bonus_total_ratio, , 0.78993, 0.22660, 0.23850, 0.23240, 0.23602
Decision Tree, total_payments, exercised_stock_options, bonus, , 0.79657, 0.30935, 0.34400, 0.32576, 0.33646
Decision Tree, total_payments, exercised_stock_options, restricted_stock, , 0.83607, 0.37601, 0.34800, 0.36146, 0.35326
Decision Tree, total_payments, exercised_stock_options, shared_receipt_with_poi, , 0.85607, 0.45836, 0.43750, 0.44768, 0.44152
Decision Tree, total_payments, exercised_stock_options, to_messages, , 0.83460, 0.39354, 0.44450, 0.41747, 0.43328
Decision Tree, total_payments, exercised_stock_options, from_messages, , 0.81713, 0.33883, 0.39050, 0.36283, 0.37894
Decision Tree, total_payments, exercised_stock_options, from_poi_ratio, , 0.82150, 0.37264, 0.36500, 0.36878, 0.36650
Decision Tree, total_payments, exercised_stock_options, shared_receipt_poi_ratio, , 0.84867, 0.42711, 0.39550, 0.41070, 0.40144
Decision Tree, total_payments, exercised_stock_options, to_poi_ratio, , 0.80457, 0.29847, 0.27250, 0.28489, 0.27733
Decision Tree, total_payments, exercised_stock_options, bonus_salary_ratio, , 0.81214, 0.33994, 0.33450, 0.33720, 0.33557
Decision Tree, total_payments, exercised_stock_options, exercised_stock_percent, , 0.80307, 0.31599, 0.32500, 0.32043, 0.32316
Decision Tree, total_payments, exercised_stock_options, bonus_total_ratio, , 0.81314, 0.36644, 0.42250, 0.39248, 0.40996
Decision Tree, total_payments, bonus, restricted_stock, , 0.78479, 0.22842, 0.21300, 0.22044, 0.21591
Decision Tree, total_payments, bonus, shared_receipt_with_poi, , 0.77614, 0.24133, 0.26450, 0.25239, 0.25952
Decision Tree, total_payments, bonus, to_messages, , 0.78964, 0.26940, 0.27600, 0.27266, 0.27465
Decision Tree, total_payments, bonus, from_messages, , 0.80993, 0.32222, 0.29950, 0.31044, 0.30378
Decision Tree, total_payments, bonus, from_poi_ratio, , 0.77269, 0.25872, 0.25600, 0.25735, 0.25654
Decision Tree, total_payments, bonus, shared_receipt_poi_ratio, , 0.78671, 0.26745, 0.28350, 0.27524, 0.28014
Decision Tree, total_payments, bonus, to_poi_ratio, , 0.80515, 0.36981, 0.37850, 0.37410, 0.37673
Decision Tree, total_payments, bonus, bonus_salary_ratio, , 0.77792, 0.27338, 0.26750, 0.27041, 0.26866
Decision Tree, total_payments, bonus, exercised_stock_percent, , 0.78350, 0.26852, 0.29900, 0.28294, 0.29236
Decision Tree, total_payments, bonus, bonus_total_ratio, , 0.77085, 0.27030, 0.28800, 0.27887, 0.28428
Decision Tree, total_payments, restricted_stock, shared_receipt_with_poi, , 0.78743, 0.23128, 0.21000, 0.22013, 0.21394
Decision Tree, total_payments, restricted_stock, to_messages, , 0.77136, 0.19930, 0.19900, 0.19915, 0.19906
Decision Tree, total_payments, restricted_stock, from_messages, , 0.77143, 0.18321, 0.17350, 0.17822, 0.17536
Decision Tree, total_payments, restricted_stock, from_poi_ratio, , 0.77929, 0.19722, 0.17750, 0.18684, 0.18112
Decision Tree, total_payments, restricted_stock, shared_receipt_poi_ratio, , 0.78014, 0.18699, 0.16100, 0.17303, 0.16560
Decision Tree, total_payments, restricted_stock, to_poi_ratio, , 0.78707, 0.22366, 0.19850, 0.21033, 0.20307
Decision Tree, total_payments, restricted_stock, bonus_salary_ratio, , 0.77157, 0.19314, 0.18850, 0.19079, 0.18941
Decision Tree, total_payments, restricted_stock, exercised_stock_percent, , 0.78200, 0.15676, 0.14500, 0.15065, 0.14721
Decision Tree, total_payments, restricted_stock, bonus_total_ratio, , 0.75071, 0.09245, 0.08450, 0.08830, 0.08598
Decision Tree, total_payments, shared_receipt_with_poi, to_messages, , 0.77371, 0.20475, 0.20250, 0.20362, 0.20295
Decision Tree, total_payments, shared_receipt_with_poi, from_messages, , 0.76407, 0.16607, 0.16200, 0.16401, 0.16280
Decision Tree, total_payments, shared_receipt_with_poi, from_poi_ratio, , 0.80214, 0.25907, 0.20700, 0.23013, 0.21567
Decision Tree, total_payments, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.78843, 0.24195, 0.22550, 0.23344, 0.22861
Decision Tree, total_payments, shared_receipt_with_poi, to_poi_ratio, , 0.80800, 0.29426, 0.24600, 0.26797, 0.25434
Decision Tree, total_payments, shared_receipt_with_poi, bonus_salary_ratio, , 0.76536, 0.17632, 0.17500, 0.17566, 0.17526
Decision Tree, total_payments, shared_receipt_with_poi, exercised_stock_percent, , 0.82553, 0.33686, 0.31850, 0.32742, 0.32201
Decision Tree, total_payments, shared_receipt_with_poi, bonus_total_ratio, , 0.77179, 0.21121, 0.21850, 0.21479, 0.21700
Decision Tree, total_payments, to_messages, from_messages, , 0.74036, 0.10829, 0.11300, 0.11059, 0.11203
Decision Tree, total_payments, to_messages, from_poi_ratio, , 0.78993, 0.22598, 0.19400, 0.20877, 0.19965
Decision Tree, total_payments, to_messages, shared_receipt_poi_ratio, , 0.80500, 0.30789, 0.29250, 0.30000, 0.29545
Decision Tree, total_payments, to_messages, to_poi_ratio, , 0.77457, 0.20630, 0.20300, 0.20464, 0.20365
Decision Tree, total_payments, to_messages, bonus_salary_ratio, , 0.77986, 0.21526, 0.20450, 0.20974, 0.20657
Decision Tree, total_payments, to_messages, exercised_stock_percent, , 0.80167, 0.25830, 0.26050, 0.25940, 0.26006
Decision Tree, total_payments, to_messages, bonus_total_ratio, , 0.76229, 0.17861, 0.18450, 0.18151, 0.18329
Decision Tree, total_payments, from_messages, from_poi_ratio, , 0.76471, 0.17520, 0.17450, 0.17485, 0.17464
Decision Tree, total_payments, from_messages, shared_receipt_poi_ratio, , 0.79621, 0.27156, 0.25350, 0.26222, 0.25692
Decision Tree, total_payments, from_messages, to_poi_ratio, , 0.75400, 0.14080, 0.14150, 0.14115, 0.14136
Decision Tree, total_payments, from_messages, bonus_salary_ratio, , 0.78136, 0.20313, 0.18150, 0.19171, 0.18545
Decision Tree, total_payments, from_messages, exercised_stock_percent, , 0.76773, 0.13805, 0.14150, 0.13975, 0.14080
Decision Tree, total_payments, from_messages, bonus_total_ratio, , 0.76900, 0.21168, 0.22650, 0.21884, 0.22337
Decision Tree, total_payments, from_poi_ratio, shared_receipt_poi_ratio, , 0.80143, 0.31105, 0.32100, 0.31594, 0.31896
Decision Tree, total_payments, from_poi_ratio, to_poi_ratio, , 0.80679, 0.29589, 0.25550, 0.27422, 0.26267
Decision Tree, total_payments, from_poi_ratio, bonus_salary_ratio, , 0.76792, 0.23223, 0.22050, 0.22621, 0.22275
Decision Tree, total_payments, from_poi_ratio, exercised_stock_percent, , 0.81007, 0.31353, 0.27700, 0.29413, 0.28361
Decision Tree, total_payments, from_poi_ratio, bonus_total_ratio, , 0.77092, 0.23220, 0.21200, 0.22164, 0.21575
Decision Tree, total_payments, shared_receipt_poi_ratio, to_poi_ratio, , 0.79636, 0.27593, 0.26200, 0.26879, 0.26467
Decision Tree, total_payments, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.79086, 0.26518, 0.26200, 0.26358, 0.26263
Decision Tree, total_payments, shared_receipt_poi_ratio, exercised_stock_percent, , 0.85160, 0.44246, 0.43450, 0.43845, 0.43607
Decision Tree, total_payments, shared_receipt_poi_ratio, bonus_total_ratio, , 0.78593, 0.20590, 0.17450, 0.18890, 0.17999
Decision Tree, total_payments, to_poi_ratio, bonus_salary_ratio, , 0.80200, 0.34926, 0.33250, 0.34068, 0.33572
Decision Tree, total_payments, to_poi_ratio, exercised_stock_percent, , 0.79543, 0.22864, 0.18200, 0.20267, 0.18974
Decision Tree, total_payments, to_poi_ratio, bonus_total_ratio, , 0.79262, 0.30046, 0.26200, 0.27991, 0.26888
Decision Tree, total_payments, bonus_salary_ratio, exercised_stock_percent, , 0.79150, 0.25122, 0.23200, 0.24123, 0.23560
Decision Tree, total_payments, bonus_salary_ratio, bonus_total_ratio, , 0.75815, 0.19863, 0.18850, 0.19343, 0.19044
Decision Tree, total_payments, exercised_stock_percent, bonus_total_ratio, , 0.78071, 0.26222, 0.29500, 0.27765, 0.28780
Decision Tree, total_stock_value, exercised_stock_options, bonus, , 0.80177, 0.36674, 0.39700, 0.38127, 0.39056
Decision Tree, total_stock_value, exercised_stock_options, restricted_stock, , 0.76608, 0.22848, 0.21900, 0.22364, 0.22083
Decision Tree, total_stock_value, exercised_stock_options, shared_receipt_with_poi, , 0.80171, 0.29095, 0.27000, 0.28008, 0.27394
Decision Tree, total_stock_value, exercised_stock_options, to_messages, , 0.79650, 0.29542, 0.30650, 0.30086, 0.30422
Decision Tree, total_stock_value, exercised_stock_options, from_messages, , 0.76000, 0.19991, 0.22650, 0.21238, 0.22063
Decision Tree, total_stock_value, exercised_stock_options, from_poi_ratio, , 0.78377, 0.28350, 0.26550, 0.27421, 0.26892
Decision Tree, total_stock_value, exercised_stock_options, shared_receipt_poi_ratio, , 0.81650, 0.34680, 0.32200, 0.33394, 0.32667
