Classifier,Field1,Field2,Field3,,accuracy, precision, recall, f1, f2
Random Forest, bonus, restricted_stock, bonus_total_ratio, , 0.80517, 0.26264, 0.09350, 0.13791, 0.10732
Random Forest, bonus, shared_receipt_with_poi, to_messages, , 0.79182, 0.32054, 0.12950, 0.18447, 0.14703
Random Forest, bonus, shared_receipt_with_poi, from_messages, , 0.77991, 0.23185, 0.09100, 0.13070, 0.10359
Random Forest, bonus, shared_receipt_with_poi, from_poi_ratio, , 0.81091, 0.44652, 0.16700, 0.24309, 0.19090
Random Forest, bonus, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.80973, 0.44850, 0.20250, 0.27902, 0.22745
Random Forest, bonus, shared_receipt_with_poi, to_poi_ratio, , 0.81855, 0.50214, 0.23450, 0.31970, 0.26248
Random Forest, bonus, shared_receipt_with_poi, bonus_salary_ratio, , 0.79673, 0.35749, 0.14800, 0.20934, 0.16765
Random Forest, bonus, shared_receipt_with_poi, exercised_stock_percent, , 0.84669, 0.50419, 0.21050, 0.29700, 0.23826
Random Forest, bonus, shared_receipt_with_poi, bonus_total_ratio, , 0.79191, 0.31498, 0.12300, 0.17691, 0.14008
Random Forest, bonus, to_messages, from_messages, , 0.79091, 0.28006, 0.09550, 0.14243, 0.11000
Random Forest, bonus, to_messages, from_poi_ratio, , 0.81518, 0.47893, 0.18750, 0.26949, 0.21348
Random Forest, bonus, to_messages, shared_receipt_poi_ratio, , 0.82218, 0.52366, 0.24350, 0.33242, 0.27268
Random Forest, bonus, to_messages, to_poi_ratio, , 0.80891, 0.43943, 0.18500, 0.26038, 0.20923
Random Forest, bonus, to_messages, bonus_salary_ratio, , 0.79991, 0.37906, 0.15750, 0.22254, 0.17835
Random Forest, bonus, to_messages, exercised_stock_percent, , 0.84792, 0.51425, 0.20750, 0.29569, 0.23561
Random Forest, bonus, to_messages, bonus_total_ratio, , 0.79545, 0.33509, 0.12700, 0.18419, 0.14501
Random Forest, bonus, from_messages, from_poi_ratio, , 0.79918, 0.33439, 0.10550, 0.16040, 0.12223
Random Forest, bonus, from_messages, shared_receipt_poi_ratio, , 0.80018, 0.37625, 0.15050, 0.21500, 0.17102
Random Forest, bonus, from_messages, to_poi_ratio, , 0.79609, 0.34443, 0.13450, 0.19346, 0.15317
Random Forest, bonus, from_messages, bonus_salary_ratio, , 0.80327, 0.39295, 0.15050, 0.21764, 0.17169
Random Forest, bonus, from_messages, exercised_stock_percent, , 0.83731, 0.41844, 0.14750, 0.21811, 0.16944
Random Forest, bonus, from_messages, bonus_total_ratio, , 0.80518, 0.36117, 0.09300, 0.14791, 0.10922
Random Forest, bonus, from_poi_ratio, shared_receipt_poi_ratio, , 0.83127, 0.57229, 0.28500, 0.38051, 0.31681
Random Forest, bonus, from_poi_ratio, to_poi_ratio, , 0.80610, 0.53856, 0.21300, 0.30527, 0.24229
Random Forest, bonus, from_poi_ratio, bonus_salary_ratio, , 0.78470, 0.41237, 0.18000, 0.25061, 0.20286
Random Forest, bonus, from_poi_ratio, exercised_stock_percent, , 0.85315, 0.54866, 0.25650, 0.34957, 0.28707
Random Forest, bonus, from_poi_ratio, bonus_total_ratio, , 0.79060, 0.43343, 0.15300, 0.22616, 0.17574
Random Forest, bonus, shared_receipt_poi_ratio, to_poi_ratio, , 0.82036, 0.51230, 0.25000, 0.33602, 0.27852
Random Forest, bonus, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.82009, 0.51009, 0.26550, 0.34923, 0.29366
Random Forest, bonus, shared_receipt_poi_ratio, exercised_stock_percent, , 0.85515, 0.55545, 0.29300, 0.38363, 0.32358
Random Forest, bonus, shared_receipt_poi_ratio, bonus_total_ratio, , 0.81000, 0.44216, 0.17200, 0.24766, 0.19594
Random Forest, bonus, to_poi_ratio, bonus_salary_ratio, , 0.80900, 0.55022, 0.24650, 0.34047, 0.27709
Random Forest, bonus, to_poi_ratio, exercised_stock_percent, , 0.83931, 0.45360, 0.21750, 0.29402, 0.24277
Random Forest, bonus, to_poi_ratio, bonus_total_ratio, , 0.81120, 0.56527, 0.24250, 0.33940, 0.27376
Random Forest, bonus, bonus_salary_ratio, exercised_stock_percent, , 0.82308, 0.43744, 0.21500, 0.28830, 0.23934
Random Forest, bonus, bonus_salary_ratio, bonus_total_ratio, , 0.75956, 0.40398, 0.17250, 0.24177, 0.19483
Random Forest, bonus, exercised_stock_percent, bonus_total_ratio, , 0.83650, 0.51885, 0.26150, 0.34774, 0.29030
Random Forest, restricted_stock, shared_receipt_with_poi, to_messages, , 0.78392, 0.10519, 0.03950, 0.05743, 0.04514
Random Forest, restricted_stock, shared_receipt_with_poi, from_messages, , 0.78392, 0.12325, 0.04850, 0.06961, 0.05520
Random Forest, restricted_stock, shared_receipt_with_poi, from_poi_ratio, , 0.79617, 0.18414, 0.06500, 0.09608, 0.07466
Random Forest, restricted_stock, shared_receipt_with_poi, shared_receipt_poi_ratio, , 0.80192, 0.25099, 0.09500, 0.13783, 0.10848
Random Forest, restricted_stock, shared_receipt_with_poi, to_poi_ratio, , 0.80008, 0.27907, 0.12600, 0.17361, 0.14153
Random Forest, restricted_stock, shared_receipt_with_poi, bonus_salary_ratio, , 0.80658, 0.21793, 0.06200, 0.09654, 0.07235
Random Forest, restricted_stock, shared_receipt_with_poi, exercised_stock_percent, , 0.83100, 0.17438, 0.04900, 0.07650, 0.05723
Random Forest, restricted_stock, shared_receipt_with_poi, bonus_total_ratio, , 0.80975, 0.23251, 0.06150, 0.09727, 0.07211
Random Forest, restricted_stock, to_messages, from_messages, , 0.78842, 0.13433, 0.04950, 0.07234, 0.05666
Random Forest, restricted_stock, to_messages, from_poi_ratio, , 0.79742, 0.19944, 0.07150, 0.10526, 0.08202
Random Forest, restricted_stock, to_messages, shared_receipt_poi_ratio, , 0.80583, 0.29219, 0.11600, 0.16607, 0.13191
Random Forest, restricted_stock, to_messages, to_poi_ratio, , 0.79525, 0.23022, 0.09750, 0.13699, 0.11021
Random Forest, restricted_stock, to_messages, bonus_salary_ratio, , 0.80367, 0.16541, 0.04400, 0.06951, 0.05157
Random Forest, restricted_stock, to_messages, exercised_stock_percent, , 0.83900, 0.23319, 0.05550, 0.08966, 0.06548
Random Forest, restricted_stock, to_messages, bonus_total_ratio, , 0.80533, 0.16129, 0.04000, 0.06410, 0.04708
Random Forest, restricted_stock, from_messages, from_poi_ratio, , 0.80050, 0.19599, 0.06350, 0.09592, 0.07343
Random Forest, restricted_stock, from_messages, shared_receipt_poi_ratio, , 0.80225, 0.19576, 0.06000, 0.09185, 0.06966
Random Forest, restricted_stock, from_messages, to_poi_ratio, , 0.78258, 0.14219, 0.06050, 0.08488, 0.06835
Random Forest, restricted_stock, from_messages, bonus_salary_ratio, , 0.80767, 0.22598, 0.06350, 0.09914, 0.07416
Random Forest, restricted_stock, from_messages, exercised_stock_percent, , 0.82936, 0.11332, 0.02850, 0.04555, 0.03352
Random Forest, restricted_stock, from_messages, bonus_total_ratio, , 0.81550, 0.23902, 0.04900, 0.08133, 0.05826
Random Forest, restricted_stock, from_poi_ratio, shared_receipt_poi_ratio, , 0.80833, 0.31707, 0.13000, 0.18440, 0.14739
Random Forest, restricted_stock, from_poi_ratio, to_poi_ratio, , 0.79667, 0.26596, 0.12500, 0.17007, 0.13982
Random Forest, restricted_stock, from_poi_ratio, bonus_salary_ratio, , 0.80408, 0.20799, 0.06250, 0.09612, 0.07267
Random Forest, restricted_stock, from_poi_ratio, exercised_stock_percent, , 0.83879, 0.21508, 0.04850, 0.07915, 0.05739
Random Forest, restricted_stock, from_poi_ratio, bonus_total_ratio, , 0.80458, 0.15010, 0.03700, 0.05937, 0.04357
Random Forest, restricted_stock, shared_receipt_poi_ratio, to_poi_ratio, , 0.79408, 0.26140, 0.12900, 0.17275, 0.14354
Random Forest, restricted_stock, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.81292, 0.32272, 0.11150, 0.16574, 0.12829
Random Forest, restricted_stock, shared_receipt_poi_ratio, exercised_stock_percent, , 0.83950, 0.30612, 0.09750, 0.14790, 0.11289
Random Forest, restricted_stock, shared_receipt_poi_ratio, bonus_total_ratio, , 0.81683, 0.33048, 0.09650, 0.14938, 0.11242
Random Forest, restricted_stock, to_poi_ratio, bonus_salary_ratio, , 0.81008, 0.31375, 0.11750, 0.17097, 0.13430
Random Forest, restricted_stock, to_poi_ratio, exercised_stock_percent, , 0.81392, 0.16799, 0.05300, 0.08058, 0.06141
Random Forest, restricted_stock, to_poi_ratio, bonus_total_ratio, , 0.81983, 0.38158, 0.13050, 0.19449, 0.15028
Random Forest, restricted_stock, bonus_salary_ratio, exercised_stock_percent, , 0.83008, 0.29709, 0.07650, 0.12167, 0.08984
Random Forest, restricted_stock, bonus_salary_ratio, bonus_total_ratio, , 0.80142, 0.21630, 0.07300, 0.10916, 0.08415
Random Forest, restricted_stock, exercised_stock_percent, bonus_total_ratio, , 0.84177, 0.44828, 0.12350, 0.19365, 0.14443
Random Forest, shared_receipt_with_poi, to_messages, from_messages, , 0.82544, 0.09156, 0.06400, 0.07534, 0.06810
Random Forest, shared_receipt_with_poi, to_messages, from_poi_ratio, , 0.83878, 0.15467, 0.10100, 0.12220, 0.10853
Random Forest, shared_receipt_with_poi, to_messages, shared_receipt_poi_ratio, , 0.86111, 0.32040, 0.22300, 0.26297, 0.23744
Random Forest, shared_receipt_with_poi, to_messages, to_poi_ratio, , 0.85300, 0.28146, 0.20800, 0.23922, 0.21946
Random Forest, shared_receipt_with_poi, to_messages, bonus_salary_ratio, , 0.78309, 0.25508, 0.10050, 0.14419, 0.11436
Random Forest, shared_receipt_with_poi, to_messages, exercised_stock_percent, , 0.83542, 0.52053, 0.15850, 0.24300, 0.18411
Random Forest, shared_receipt_with_poi, to_messages, bonus_total_ratio, , 0.78109, 0.25303, 0.10450, 0.14791, 0.11840
Random Forest, shared_receipt_with_poi, from_messages, from_poi_ratio, , 0.83344, 0.12927, 0.08700, 0.10400, 0.09309
Random Forest, shared_receipt_with_poi, from_messages, shared_receipt_poi_ratio, , 0.84467, 0.20649, 0.14000, 0.16687, 0.14964
Random Forest, shared_receipt_with_poi, from_messages, to_poi_ratio, , 0.83656, 0.20377, 0.16200, 0.18050, 0.16893
Random Forest, shared_receipt_with_poi, from_messages, bonus_salary_ratio, , 0.78682, 0.27273, 0.10350, 0.15005, 0.11816
Random Forest, shared_receipt_with_poi, from_messages, exercised_stock_percent, , 0.81417, 0.26721, 0.06600, 0.10585, 0.07770
Random Forest, shared_receipt_with_poi, from_messages, bonus_total_ratio, , 0.77882, 0.19464, 0.06900, 0.10188, 0.07923
Random Forest, shared_receipt_with_poi, from_poi_ratio, shared_receipt_poi_ratio, , 0.86722, 0.33668, 0.20100, 0.25172, 0.21862
Random Forest, shared_receipt_with_poi, from_poi_ratio, to_poi_ratio, , 0.87144, 0.39112, 0.28200, 0.32772, 0.29867
Random Forest, shared_receipt_with_poi, from_poi_ratio, bonus_salary_ratio, , 0.79218, 0.31332, 0.12000, 0.17354, 0.13689
Random Forest, shared_receipt_with_poi, from_poi_ratio, exercised_stock_percent, , 0.83733, 0.53909, 0.16550, 0.25325, 0.19213
Random Forest, shared_receipt_with_poi, from_poi_ratio, bonus_total_ratio, , 0.78682, 0.24595, 0.08350, 0.12467, 0.09621
Random Forest, shared_receipt_with_poi, shared_receipt_poi_ratio, to_poi_ratio, , 0.85933, 0.32500, 0.24700, 0.28068, 0.25945
Random Forest, shared_receipt_with_poi, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.79836, 0.37500, 0.16350, 0.22772, 0.18429
Random Forest, shared_receipt_with_poi, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84858, 0.63759, 0.21200, 0.31820, 0.24466
Random Forest, shared_receipt_with_poi, shared_receipt_poi_ratio, bonus_total_ratio, , 0.78755, 0.28858, 0.11500, 0.16446, 0.13073
Random Forest, shared_receipt_with_poi, to_poi_ratio, bonus_salary_ratio, , 0.80736, 0.44206, 0.22700, 0.29997, 0.25147
Random Forest, shared_receipt_with_poi, to_poi_ratio, exercised_stock_percent, , 0.82517, 0.44662, 0.20500, 0.28101, 0.22987
Random Forest, shared_receipt_with_poi, to_poi_ratio, bonus_total_ratio, , 0.80691, 0.43981, 0.22650, 0.29901, 0.25083
Random Forest, shared_receipt_with_poi, bonus_salary_ratio, exercised_stock_percent, , 0.82869, 0.35615, 0.14050, 0.20151, 0.15986
Random Forest, shared_receipt_with_poi, bonus_salary_ratio, bonus_total_ratio, , 0.79818, 0.33384, 0.11050, 0.16604, 0.12757
Random Forest, shared_receipt_with_poi, exercised_stock_percent, bonus_total_ratio, , 0.83338, 0.38244, 0.13500, 0.19956, 0.15507
Random Forest, to_messages, from_messages, from_poi_ratio, , 0.82911, 0.08230, 0.05300, 0.06448, 0.05706
Random Forest, to_messages, from_messages, shared_receipt_poi_ratio, , 0.85667, 0.19917, 0.09600, 0.12955, 0.10710
Random Forest, to_messages, from_messages, to_poi_ratio, , 0.82878, 0.10626, 0.07300, 0.08654, 0.07787
Random Forest, to_messages, from_messages, bonus_salary_ratio, , 0.78018, 0.18713, 0.06250, 0.09370, 0.07210
Random Forest, to_messages, from_messages, exercised_stock_percent, , 0.81375, 0.17984, 0.03300, 0.05577, 0.03944
Random Forest, to_messages, from_messages, bonus_total_ratio, , 0.77945, 0.14020, 0.04150, 0.06404, 0.04830
Random Forest, to_messages, from_poi_ratio, shared_receipt_poi_ratio, , 0.86478, 0.32913, 0.20900, 0.25566, 0.22546
Random Forest, to_messages, from_poi_ratio, to_poi_ratio, , 0.85556, 0.30159, 0.22800, 0.25968, 0.23970
Random Forest, to_messages, from_poi_ratio, bonus_salary_ratio, , 0.79055, 0.29625, 0.11050, 0.16096, 0.12634
Random Forest, to_messages, from_poi_ratio, exercised_stock_percent, , 0.83908, 0.55502, 0.17400, 0.26494, 0.20169
Random Forest, to_messages, from_poi_ratio, bonus_total_ratio, , 0.78600, 0.25753, 0.09400, 0.13773, 0.10767
Random Forest, to_messages, shared_receipt_poi_ratio, to_poi_ratio, , 0.85978, 0.31392, 0.22100, 0.25939, 0.23491
Random Forest, to_messages, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.80736, 0.42590, 0.17100, 0.24402, 0.19425
Random Forest, to_messages, shared_receipt_poi_ratio, exercised_stock_percent, , 0.84833, 0.63393, 0.21300, 0.31886, 0.24562
Random Forest, to_messages, shared_receipt_poi_ratio, bonus_total_ratio, , 0.79582, 0.35357, 0.14850, 0.20915, 0.16799
Random Forest, to_messages, to_poi_ratio, bonus_salary_ratio, , 0.79727, 0.36597, 0.15700, 0.21973, 0.17724
Random Forest, to_messages, to_poi_ratio, exercised_stock_percent, , 0.82333, 0.41781, 0.15250, 0.22344, 0.17468
Random Forest, to_messages, to_poi_ratio, bonus_total_ratio, , 0.79900, 0.37455, 0.15750, 0.22175, 0.17815
Random Forest, to_messages, bonus_salary_ratio, exercised_stock_percent, , 0.82731, 0.35043, 0.14350, 0.20362, 0.16272
Random Forest, to_messages, bonus_salary_ratio, bonus_total_ratio, , 0.79364, 0.28296, 0.08800, 0.13425, 0.10206
Random Forest, to_messages, exercised_stock_percent, bonus_total_ratio, , 0.83838, 0.42219, 0.13700, 0.20687, 0.15840
Random Forest, from_messages, from_poi_ratio, shared_receipt_poi_ratio, , 0.85578, 0.21346, 0.11100, 0.14605, 0.12279
Random Forest, from_messages, from_poi_ratio, to_poi_ratio, , 0.84722, 0.20285, 0.12800, 0.15696, 0.13820
Random Forest, from_messages, from_poi_ratio, bonus_salary_ratio, , 0.78855, 0.24451, 0.07800, 0.11827, 0.09030
Random Forest, from_messages, from_poi_ratio, exercised_stock_percent, , 0.81925, 0.29833, 0.06250, 0.10335, 0.07424
Random Forest, from_messages, from_poi_ratio, bonus_total_ratio, , 0.77982, 0.13495, 0.03900, 0.06051, 0.04547
Random Forest, from_messages, shared_receipt_poi_ratio, to_poi_ratio, , 0.83511, 0.15722, 0.11100, 0.13013, 0.11793
Random Forest, from_messages, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.79318, 0.31642, 0.11850, 0.17243, 0.13544
Random Forest, from_messages, shared_receipt_poi_ratio, exercised_stock_percent, , 0.82000, 0.31982, 0.07100, 0.11620, 0.08408
Random Forest, from_messages, shared_receipt_poi_ratio, bonus_total_ratio, , 0.78827, 0.24653, 0.08000, 0.12080, 0.09250
Random Forest, from_messages, to_poi_ratio, bonus_salary_ratio, , 0.78745, 0.31096, 0.13900, 0.19212, 0.15629
Random Forest, from_messages, to_poi_ratio, exercised_stock_percent, , 0.81033, 0.23864, 0.06300, 0.09968, 0.07387
Random Forest, from_messages, to_poi_ratio, bonus_total_ratio, , 0.78691, 0.28392, 0.11300, 0.16166, 0.12847
Random Forest, from_messages, bonus_salary_ratio, exercised_stock_percent, , 0.82215, 0.26716, 0.08950, 0.13408, 0.10323
Random Forest, from_messages, bonus_salary_ratio, bonus_total_ratio, , 0.80136, 0.33969, 0.09800, 0.15211, 0.11426
Random Forest, from_messages, exercised_stock_percent, bonus_total_ratio, , 0.82692, 0.24066, 0.05800, 0.09347, 0.06838
Random Forest, from_poi_ratio, shared_receipt_poi_ratio, to_poi_ratio, , 0.85556, 0.29167, 0.21000, 0.24419, 0.22246
Random Forest, from_poi_ratio, shared_receipt_poi_ratio, bonus_salary_ratio, , 0.80964, 0.44622, 0.19500, 0.27140, 0.21974
Random Forest, from_poi_ratio, shared_receipt_poi_ratio, exercised_stock_percent, , 0.83925, 0.55079, 0.19250, 0.28529, 0.22129
Random Forest, from_poi_ratio, shared_receipt_poi_ratio, bonus_total_ratio, , 0.79555, 0.35336, 0.15000, 0.21060, 0.16951
Random Forest, from_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.79940, 0.49622, 0.19700, 0.28203, 0.22402
Random Forest, from_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.82342, 0.42202, 0.16100, 0.23308, 0.18373
Random Forest, from_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.78130, 0.40148, 0.19050, 0.25839, 0.21287
Random Forest, from_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.82962, 0.38303, 0.17600, 0.24118, 0.19733
Random Forest, from_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.77110, 0.28719, 0.09750, 0.14558, 0.11234
Random Forest, from_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.81569, 0.22951, 0.08400, 0.12299, 0.09620
Random Forest, shared_receipt_poi_ratio, to_poi_ratio, bonus_salary_ratio, , 0.81209, 0.46470, 0.22050, 0.29908, 0.24640
Random Forest, shared_receipt_poi_ratio, to_poi_ratio, exercised_stock_percent, , 0.81725, 0.36195, 0.12650, 0.18748, 0.14542
Random Forest, shared_receipt_poi_ratio, to_poi_ratio, bonus_total_ratio, , 0.80136, 0.40474, 0.19650, 0.26456, 0.21904
Random Forest, shared_receipt_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.83069, 0.39607, 0.19150, 0.25817, 0.21356
Random Forest, shared_receipt_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.80555, 0.40746, 0.15300, 0.22246, 0.17484
Random Forest, shared_receipt_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.83215, 0.38422, 0.15100, 0.21680, 0.17186
Random Forest, to_poi_ratio, bonus_salary_ratio, exercised_stock_percent, , 0.82546, 0.33578, 0.13750, 0.19510, 0.15591
Random Forest, to_poi_ratio, bonus_salary_ratio, bonus_total_ratio, , 0.79410, 0.46550, 0.19900, 0.27881, 0.22473
Random Forest, to_poi_ratio, exercised_stock_percent, bonus_total_ratio, , 0.83592, 0.41169, 0.15500, 0.22521, 0.17708
Random Forest, bonus_salary_ratio, exercised_stock_percent, bonus_total_ratio, , 0.81550, 0.35302, 0.12850, 0.18842, 0.14723
